,MASS,COMMON_NAME,FORMULA
143,743.5465,"PC(13:0/20:2(11Z,14Z));PC(14:1(9Z)/19:1(9Z));PC(15:0/18:2(9Z,12Z));PC(15:1(9Z)/18:1(9Z));PC(16:0/17:2(9Z,12Z));PC(16:1(9Z)/17:1(9Z));PC(17:1(9Z)/16:1(9Z));PC(17:2(9Z,12Z)/16:0);PC(18:1(9Z)/15:1(9Z));PC(18:2(9Z,12Z)/15:0);PC(19:1(9Z)/14:1(9Z));PC(20:2(11Z,14Z)/13:0)",C41H78NO8P
144,743.5829,"PC(O-16:0/18:2(9Z,12Z));PC(P-16:0/18:1(11Z));PC(P-16:0/18:1(9Z));PC(P-18:0/16:1(9Z));PC(P-18:1(11Z)/16:0);PC(P-18:1(9Z)/16:0);PC(P-20:0/14:1(9Z))",C42H82NO7P
145,745.5622,PC(13:0/20:1(11Z));PC(14:0/19:1(9Z));PC(14:1(9Z)/19:0);PC(15:0/18:1(11Z));PC(15:0/18:1(9Z));PC(15:1(9Z)/18:0);PC(16:0/17:1(9Z));PC(16:1(9Z)/17:0);PC(17:0/16:1(9Z));PC(17:1(9Z)/16:0);PC(18:0/15:1(9Z));PC(18:1(9Z)/15:0);PC(19:0/14:1(9Z));PC(19:1(9Z)/14:0);PC(20:1(11Z)/13:0),C41H80NO8P
146,745.5985,PC(O-16:0/18:1(9Z));PC(O-16:1(9Z)/18:0);PC(O-18:0/16:1(9Z));PC(O-18:1(11Z)/16:0);PC(O-18:1(9Z)/16:0);PC(O-20:0/14:1(9Z));PC(P-16:0/18:0);PC(P-18:0/16:0);PC(P-20:0/14:0),C42H84NO7P
147,747.5778,PC(10:0/23:0);PC(11:0/22:0);PC(12:0/21:0);PC(13:0/20:0);PC(14:0/19:0);PC(15:0/18:0);PC(16:0/17:0);PC(17:0/16:0);PC(18:0/15:0);PC(19:0/14:0);PC(20:0/13:0);PC(21:0/12:0);PC(22:0/11:0),C41H82NO8P
148,747.6142,PC(O-16:0/18:0);PC(O-17:0/17:0);PC(O-18:0/16:0);PC(O-20:0/14:0),C42H86NO7P
149,749.4996,"PC(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z));PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)",C42H72NO8P
150,751.5152,"PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z));PC(14:1(9Z)/20:4(5Z,8Z,11Z,14Z));PC(16:1(9Z)/18:4(6Z,9Z,12Z,15Z));PC(18:4(6Z,9Z,12Z,15Z)/16:1(9Z));PC(20:4(5Z,8Z,11Z,14Z)/14:1(9Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)",C42H74NO8P
151,753.5309,"PC(12:0/22:4(7Z,10Z,13Z,16Z));PC(14:0/20:4(5Z,8Z,11Z,14Z));PC(14:0/20:4(8Z,11Z,14Z,17Z));PC(14:1(9Z)/20:3(5Z,8Z,11Z));PC(14:1(9Z)/20:3(8Z,11Z,14Z));PC(16:0/18:4(6Z,9Z,12Z,15Z));PC(16:0/18:4(9E,11E,13E,15E));PC(16:0/18:4(9Z,11E,13E,15Z));PC(16:0/18:4(9Z,11Z,13Z,15Z));PC(16:1(9Z)/18:3(6Z,9Z,12Z));PC(16:1(9Z)/18:3(9Z,12Z,15Z));PC(16:2(2E,4E)/18:2(2E,4E));PC(17:2(9Z,12Z)/17:2(9Z,12Z));PC(18:3(6Z,9Z,12Z)/16:1(9Z));PC(18:3(9Z,12Z,15Z)/16:1(9Z));PC(18:4(6Z,9Z,12Z,15Z)/16:0);PC(18:4(9Z,11E,13E,15Z)/16:0);PC(20:3(5Z,8Z,11Z)/14:1(9Z));PC(20:3(8Z,11Z,14Z)/14:1(9Z));PC(20:4(5Z,8Z,11Z,14Z)/14:0);PC(20:4(8Z,11Z,14Z,17Z)/14:0);PC(22:4(7Z,10Z,13Z,16Z)/12:0)",C42H76NO8P
152,753.5672,"PC(O-15:0/20:4(5Z,8Z,11Z,14Z))",C43H80NO7P
153,753.6036,-,C44H84NO6P
154,755.5465,"PC(14:0/20:3(5Z,8Z,11Z));PC(14:0/20:3(8Z,11Z,14Z));PC(14:1(9Z)/20:2(11Z,14Z));PC(16:0/18:3(6Z,9Z,12Z));PC(16:0/18:3(9Z,12Z,15Z));PC(16:1(9Z)/18:2(9Z,12Z));PC(17:1(9Z)/17:2(9Z,12Z));PC(17:2(9Z,12Z)/17:1(9Z));PC(18:2(9Z,12Z)/16:1(9Z));PC(18:3(6Z,9Z,12Z)/16:0);PC(18:3(9Z,12Z,15Z)/16:0);PC(20:2(11Z,14Z)/14:1(9Z));PC(20:3(5Z,8Z,11Z)/14:0);PC(20:3(8Z,11Z,14Z)/14:0)",C42H78NO8P
155,755.5829,"PC(P-18:0/17:2(9Z,12Z))",C43H82NO7P
156,757.5622,"PC(12:0/22:2(13Z,16Z));PC(14:0/20:2(11Z,14Z));PC(14:1(9Z)/20:1(11Z));PC(15:1(9Z)/19:1(9Z));PC(16:0/18:2(10E,12Z));PC(16:0/18:2(11Z,13Z));PC(16:0/18:2(2E,4E));PC(16:0/18:2(2Z,4Z));PC(16:0/18:2(6Z,9Z));PC(16:0/18:2(9E,11E));PC(16:0/18:2(9E,11Z));PC(16:0/18:2(9E,12E));PC(16:0/18:2(9Z,12Z));PC(16:1(2Z)/18:1(9Z));PC(16:1(9Z)/18:1(11Z));PC(16:1(9Z)/18:1(9Z));PC(17:0/17:2(9Z,12Z));PC(17:1(10Z)/17:1(10Z));PC(17:1(9Z)/17:1(9Z));PC(17:2(9Z,12Z)/17:0);PC(18:0/16:2(2E,4E));PC(18:1(11Z)/16:1(9Z));PC(18:1(9Z)/16:1(9Z));PC(18:2(2E,4E)/16:0);PC(18:2(6Z,9Z)/16:0);PC(18:2(9Z,12Z)/16:0);PC(19:1(9Z)/15:1(9Z));PC(20:1(11Z)/14:1(9Z));PC(20:2(11Z,14Z)/14:0);PC(22:2(13Z,16Z)/12:0)",C42H80NO8P
157,757.5985,"PC(O-18:0/17:2(9Z,12Z));PC(P-16:0/19:1(9Z));PC(P-18:0/17:1(9Z));PC(P-20:0/15:1(9Z))",C43H84NO7P
158,759.5778,PC(12:0/22:1(11Z));PC(14:0/20:1(11Z));PC(14:1(9Z)/20:0);PC(15:0/19:1(9Z));PC(15:1(9Z)/19:0);PC(16:0/18:1(11E));PC(16:0/18:1(11Z));PC(16:0/18:1(6E));PC(16:0/18:1(6Z));PC(16:0/18:1(9E));PC(16:0/18:1(9Z));PC(16:1(9Z)/18:0);PC(17:0/17:1(9Z));PC(17:1(9Z)/17:0);PC(18:0/16:1(9Z));PC(18:1(11Z)/16:0);PC(18:1(9Z)/16:0);PC(19:0/15:1(9Z));PC(19:1(9Z)/15:0);PC(20:0/14:1(9Z));PC(20:1(11Z)/14:0);PC(22:1(11Z)/12:0),C42H82NO8P
