,MASS,COMMON_NAME,FORMULA
108,752.4628,"PG(13:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PG(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));PG(17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z));PG(18:4(6Z,9Z,12Z,15Z)/17:2(9Z,12Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/15:1(9Z));PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/13:0)",C41H69O10P
109,752.4992,"PG(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))",C42H73O9P
110,754.4785,"PG(15:0/20:5(5Z,8Z,11Z,14Z,17Z));PG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z));PG(17:1(9Z)/18:4(6Z,9Z,12Z,15Z));PG(17:2(9Z,12Z)/18:3(6Z,9Z,12Z));PG(17:2(9Z,12Z)/18:3(9Z,12Z,15Z));PG(18:3(6Z,9Z,12Z)/17:2(9Z,12Z));PG(18:3(9Z,12Z,15Z)/17:2(9Z,12Z));PG(18:4(6Z,9Z,12Z,15Z)/17:1(9Z));PG(20:4(5Z,8Z,11Z,14Z)/15:1(9Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)",C41H71O10P
111,754.5149,"PG(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z));PG(P-16:0/20:4(5Z,8Z,11Z,14Z));PG(P-18:0/18:4(6Z,9Z,12Z,15Z))",C42H75O9P
112,756.4941,"PG(13:0/22:4(7Z,10Z,13Z,16Z));PG(15:0/20:4(5Z,8Z,11Z,14Z));PG(15:1(9Z)/20:3(8Z,11Z,14Z));PG(17:0/18:4(6Z,9Z,12Z,15Z));PG(17:1(9Z)/18:3(6Z,9Z,12Z));PG(17:1(9Z)/18:3(9Z,12Z,15Z));PG(17:2(9Z,12Z)/18:2(9Z,12Z));PG(18:2(9Z,12Z)/17:2(9Z,12Z));PG(18:3(6Z,9Z,12Z)/17:1(9Z));PG(18:3(9Z,12Z,15Z)/17:1(9Z));PG(18:4(6Z,9Z,12Z,15Z)/17:0);PG(20:3(8Z,11Z,14Z)/15:1(9Z));PG(20:4(5Z,8Z,11Z,14Z)/15:0);PG(22:4(7Z,10Z,13Z,16Z)/13:0)",C41H73O10P
113,756.5305,"PG(O-16:0/20:4(5Z,8Z,11Z,14Z));PG(O-18:0/18:4(6Z,9Z,12Z,15Z));PG(P-16:0/20:3(8Z,11Z,14Z));PG(P-18:0/18:3(6Z,9Z,12Z));PG(P-18:0/18:3(9Z,12Z,15Z))",C42H77O9P
114,758.5098,"PG(15:0/20:3(8Z,11Z,14Z));PG(15:1(9Z)/20:2(11Z,14Z));PG(17:0/18:3(6Z,9Z,12Z));PG(17:0/18:3(9Z,12Z,15Z));PG(17:1(9Z)/18:2(9Z,12Z));PG(17:2(9Z,12Z)/18:1(9Z));PG(18:1(9Z)/17:2(9Z,12Z));PG(18:2(9Z,12Z)/17:1(9Z));PG(18:3(6Z,9Z,12Z)/17:0);PG(18:3(9Z,12Z,15Z)/17:0);PG(20:2(11Z,14Z)/15:1(9Z));PG(20:3(8Z,11Z,14Z)/15:0)",C41H75O10P
115,758.5462,"PG(O-16:0/20:3(8Z,11Z,14Z));PG(O-18:0/18:3(6Z,9Z,12Z));PG(O-18:0/18:3(9Z,12Z,15Z));PG(P-16:0/20:2(11Z,14Z));PG(P-18:0/18:2(9Z,12Z))",C42H79O9P
116,760.5043,-,C44H73O8P
117,760.5254,"PG(13:0/22:2(13Z,16Z));PG(15:0/20:2(11Z,14Z));PG(15:1(9Z)/20:1(11Z));PG(16:1(9Z)/19:1(9Z));PG(17:0/18:2(9Z,12Z));PG(17:1(9Z)/18:1(9Z));PG(17:2(9Z,12Z)/18:0);PG(18:0/17:2(9Z,12Z));PG(18:1(9Z)/17:1(9Z));PG(18:2(9Z,12Z)/17:0);PG(19:1(9Z)/16:1(9Z));PG(20:1(11Z)/15:1(9Z));PG(20:2(11Z,14Z)/15:0);PG(22:2(13Z,16Z)/13:0)",C41H77O10P
